"video_game_play","video_game_hours","play_pref","game_type_pref","num_of_purchases","income","industry","emp_type","edu_level","n_dependents","hobbies","comp","comp_int","res_impor","interaction_impor","genre","game_purchase","game_format","gender","age","region","relationship_status"
40,10,"Indoors","Solo-Play",20,42124,"Military","Homemaker","Associate degree",5,"Television Series",46,36,76,44,"Roleplay,Action/Adventure,Simulation,Music & Fitness,Strategy & Puzzle","In-game purchases","Physical","Female",33,"Southeast","In a relationship"
43,2,"Indoors","Multiplayer-Play",0,163664,"Utilities","Not employed, not looking","Associate degree",2,"Music,Television Series,Movies,Outdoor Recreation (Hiking,etc)",67,11,19,80,"Strategy & Puzzle,Sports & Racing,Action/Adventure,Music & Fitness,Roleplay,Simulation","In-game purchases","Physical","Male",32,"Southwest","Single"
47,3,"Indoors","Solo-Play",17,51195,"Information Services","Employed Full Time","Associate degree",5,"Music,Movies,Sports",72,35,49,68,"Strategy & Puzzle","In-game purchases","Digital","Male",72,"Southeast","Married"
58,8,"Outdoors","Solo-Play",21,44428,"Education","Not employed, not looking","Some High School",4,"Art,Sports,Music,Movies",66,45,33,66,"Sports & Racing,Strategy & Puzzle,Music & Fitness,Roleplay,Simulation","One-time payment, pre-playing","Physical","Female",39,"Northeast","Single"
33,14,"Outdoors","Solo-Play",13,44177,"Hotel and Food Services","Homemaker","Some College",5,"Art,Music,Movies,Sports,Outdoor Recreation (Hiking,etc),Television Series",44,54,79,41,"Simulation,Action/Adventure,Sports & Racing,Music & Fitness","In-game purchases","Digital","Female",40,"Northeast","Married"
43,3,"Outdoors","Multiplayer-Play",1,109984,"Military","Not employed, looking","Associate degree",1,"Sports,Art,Music",9,19,27,27,"Roleplay,Music & Fitness","One-time payment, pre-playing","Physical","Female",46,"Northwest","Divorced"
58,4,"Indoors","Multiplayer-Play",6,97215,"Wholesale","Student","Bachelor's degree",1,"Outdoor Recreation (Hiking,etc),Movies,Art",90,58,21,78,"Action/Adventure,Sports & Racing,Strategy & Puzzle,Music & Fitness,Simulation,Roleplay","One-time payment, pre-playing","Physical","Male",51,"Southwest","In a relationship"
42,6,"Outdoors","Solo-Play",30,48731,"Mining","Student","Some High School",5,"Movies",48,43,77,26,"Action/Adventure,Sports & Racing,Strategy & Puzzle,Music & Fitness","One-time payment, pre-playing","Physical","Male",60,"Southeast","Separated"
53,10,"Indoors","Solo-Play",16,47276,"Other Manufacturing","Employed Full Time","Some High School",1,"Art,Sports",71,39,29,67,"Strategy & Puzzle","Both","Digital","Female",56,"Northeast","Single"
47,1,"Outdoors","Multiplayer-Play",1,112932,"Military","Retired","Bachelor's degree",0,"Outdoor Recreation (Hiking,etc),Sports,Movies",74,34,20,72,"Strategy & Puzzle,Action/Adventure,Simulation,Music & Fitness,Roleplay","In-game purchases","Digital","Male",32,"Northeast","Single"
39,0,"Outdoors","Solo-Play",5,105489,"Information Services","Not employed, looking","Some High School",3,"Art,Television Series,Sports,Movies,Outdoor Recreation (Hiking,etc),Music",67,17,27,70,"Strategy & Puzzle,Simulation,Sports & Racing,Roleplay,Music & Fitness","Both","Physical","Female",42,"Southwest","Married"
28,0,"Outdoors","Solo-Play",2,114918,"Legal Services","Student","Graduate or professional degree",1,"Television Series,Sports,Movies,Art,Music",9,24,19,26,"Strategy & Puzzle,Sports & Racing,Music & Fitness,Action/Adventure","One-time payment, pre-playing","Physical","Non-binary/third gender",29,"Midwest","Separated"
35,2,"Outdoors","Solo-Play",0,124944,"Real Estate","Student","High school graduate or equivalent",1,"Sports",71,25,23,75,"Simulation,Strategy & Puzzle,Music & Fitness,Action/Adventure,Sports & Racing","In-game purchases","Digital","Female",35,"Southeast","Separated"
60,2,"Outdoors","Solo-Play",3,110370,"Religious","Student","High school graduate or equivalent",4,"Movies,Outdoor Recreation (Hiking,etc)",89,62,52,71,"Music & Fitness,Roleplay,Simulation,Action/Adventure,Sports & Racing","Both","Physical","Male",45,"Midwest","Single"
41,0,"Indoors","Solo-Play",3,138712,"Software","Not employed, not looking","Associate degree",4,"Music,Outdoor Recreation (Hiking,etc),Television Series,Movies,Sports,Art",77,16,17,73,"Simulation,Action/Adventure,Sports & Racing,Strategy & Puzzle,Music & Fitness","Both","Digital","Female",36,"Southwest","In a relationship"
62,8,"Indoors","Multiplayer-Play",9,76867,"Other Manufacturing","Student","Trade or Vocational Degree",3,"Television Series,Art,Movies,Outdoor Recreation (Hiking,etc),Sports,Music",94,66,33,75,"Action/Adventure","One-time payment, pre-playing","Digital","Male",46,"Southwest","Single"
31,0,"Indoors","Multiplayer-Play",2,102505,"Government","Homemaker","High school graduate or equivalent",0,"Outdoor Recreation (Hiking,etc)",9,30,17,17,"Strategy & Puzzle","In-game purchases","Physical","Female",35,"Southwest","In a relationship"
40,1,"Indoors","Solo-Play",2,67862,"Science","Homemaker","Associate degree",1,"Sports,Television Series,Art,Outdoor Recreation (Hiking,etc),Music",5,31,21,31,"Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",34,"Northeast","Single"
67,2,"Indoors","Solo-Play",14,96747,"Finance","Student","Bachelor's degree",1,"Television Series,Art,Sports,Outdoor Recreation (Hiking,etc),Music",65,65,20,60,"Roleplay,Music & Fitness,Simulation,Strategy & Puzzle","Both","Digital","Male",35,"Northeast","In a relationship"
35,2,"Indoors","Solo-Play",3,123362,"Health Care","Employed Full Time","Some College",1,"Art,Outdoor Recreation (Hiking,etc),Movies",79,24,19,76,"Music & Fitness,Roleplay,Simulation","In-game purchases","Digital","Female",38,"Southeast","In a relationship"
44,3,"Indoors","Multiplayer-Play",23,41841,"Science","Employed Full Time","Some College",3,"Art,Sports,Music,Movies,Outdoor Recreation (Hiking,etc),Television Series",47,54,75,36,"Music & Fitness,Sports & Racing,Simulation,Strategy & Puzzle,Action/Adventure,Roleplay","One-time payment, pre-playing","Digital","Male",66,"Midwest","Separated"
58,2,"Indoors","Multiplayer-Play",4,60894,"Legal Services","Employed Full Time","Trade or Vocational Degree",2,"Music,Sports,Outdoor Recreation (Hiking,etc)",35,50,32,75,"Music & Fitness","Both","Physical","Female",61,"Southeast","In a relationship"
52,11,"Outdoors","Solo-Play",14,37446,"Utilities","Employed Full Time","Bachelor's degree",5,"Outdoor Recreation (Hiking,etc)",70,51,29,70,"Simulation","In-game purchases","Digital","Female",48,"Midwest","Married"
30,7,"Indoors","Solo-Play",23,57938,"Telecommunications","Retired","Bachelor's degree",4,"Sports,Art,Outdoor Recreation (Hiking,etc),Movies,Television Series",73,58,34,67,"Sports & Racing,Action/Adventure,Music & Fitness,Strategy & Puzzle,Roleplay","Both","Physical","Female",39,"Southeast","Single"
62,2,"Indoors","Multiplayer-Play",14,88220,"Telecommunications","Employed Full Time","Trade or Vocational Degree",1,"Art,Sports",90,71,29,72,"Music & Fitness,Simulation,Sports & Racing","One-time payment, pre-playing","Physical","Male",38,"Southeast","In a relationship"
43,0,"Outdoors","Multiplayer-Play",2,109515,"Other Manufacturing","Not employed, looking","Some High School",0,"Sports,Music,Movies,Television Series",72,23,24,75,"Sports & Racing,Roleplay,Action/Adventure,Simulation","One-time payment, pre-playing","Digital","Male",41,"Southwest","Separated"
64,5,"Indoors","Multiplayer-Play",13,74851,"Legal Services","Employed Full Time","Associate degree",1,"Television Series,Music",91,66,33,66,"Sports & Racing","One-time payment, pre-playing","Physical","Female",43,"Southwest","Married"
39,0,"Indoors","Multiplayer-Play",3,159844,"Construction","Not employed, looking","Trade or Vocational Degree",1,"Outdoor Recreation (Hiking,etc),Music,Sports,Art,Television Series,Movies",9,28,20,29,"Simulation,Action/Adventure,Sports & Racing","Both","Physical","Female",41,"Southeast","Single"
71,4,"Outdoors","Solo-Play",10,59468,"Mining","Retired","Bachelor's degree",5,"Music,Outdoor Recreation (Hiking,etc),Sports,Art,Television Series,Movies",45,55,30,69,"Action/Adventure,Sports & Racing,Roleplay,Simulation,Strategy & Puzzle","Both","Digital","Female",57,"Southwest","In a relationship"
45,6,"Outdoors","Solo-Play",19,44921,"Retail","Retired","High school graduate or equivalent",2,"Art,Music",45,46,78,50,"Music & Fitness","Both","Physical","Male",60,"Southwest","In a relationship"
50,0,"Indoors","Solo-Play",1,96350,"Finance","Homemaker","High school graduate or equivalent",2,"Television Series,Music,Movies,Outdoor Recreation (Hiking,etc)",71,37,21,72,"Sports & Racing,Strategy & Puzzle,Action/Adventure","One-time payment, pre-playing","Digital","Female",36,"Southwest","In a relationship"
45,7,"Outdoors","Multiplayer-Play",20,47548,"Homemaker","Not employed, not looking","Graduate or professional degree",3,"Music,Television Series",50,47,78,43,"Strategy & Puzzle,Sports & Racing,Action/Adventure","In-game purchases","Physical","Female",55,"Southeast","Single"
44,9,"Indoors","Solo-Play",22,59581,"Finance","Homemaker","Trade or Vocational Degree",6,"Music",43,45,81,39,"Simulation,Music & Fitness,Roleplay,Sports & Racing","One-time payment, pre-playing","Physical","Female",70,"Southwest","Single"
47,12,"Outdoors","Multiplayer-Play",28,51076,"Computer","Retired","Associate degree",8,"Television Series,Art",71,48,25,65,"Strategy & Puzzle,Simulation,Roleplay,Sports & Racing","In-game purchases","Digital","Male",53,"Northwest","Married"
58,4,"Indoors","Multiplayer-Play",5,60766,"Military","Retired","Trade or Vocational Degree",4,"Sports",34,54,32,66,"Strategy & Puzzle,Sports & Racing,Music & Fitness,Simulation,Action/Adventure,Roleplay","In-game purchases","Physical","Female",73,"Northwest","Single"
46,1,"Outdoors","Multiplayer-Play",3,118551,"Broadcasting","Homemaker","Some College",2,"Outdoor Recreation (Hiking,etc),Music",7,25,25,25,"Sports & Racing","One-time payment, pre-playing","Physical","Female",37,"Midwest","Separated"
39,1,"Outdoors","Solo-Play",2,104944,"Transportation","Student","Bachelor's degree",1,"Television Series,Movies,Music,Outdoor Recreation (Hiking,etc),Sports",16,21,19,32,"Action/Adventure,Music & Fitness,Roleplay,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",36,"Southeast","In a relationship"
78,4,"Indoors","Multiplayer-Play",7,87757,"Publishing","Retired","Some High School",2,"Sports,Outdoor Recreation (Hiking,etc)",92,56,52,70,"Action/Adventure,Roleplay,Simulation,Music & Fitness","Both","Physical","Female",38,"Midwest","In a relationship"
51,8,"Indoors","Multiplayer-Play",23,61549,"Science","Not employed, not looking","Some High School",5,"Movies,Television Series",47,53,83,54,"Simulation,Strategy & Puzzle,Action/Adventure","Both","Physical","Female",56,"Northwest","Married"
52,6,"Outdoors","Multiplayer-Play",22,67237,"Religious","Employed Full Time","Trade or Vocational Degree",2,"Movies",41,43,78,51,"Sports & Racing","In-game purchases","Digital","Female",57,"Northeast","Divorced"
67,4,"Indoors","Solo-Play",11,64516,"Government","Student","Graduate or professional degree",2,"Art,Movies,Television Series,Outdoor Recreation (Hiking,etc)",39,51,44,62,"Strategy & Puzzle,Sports & Racing,Music & Fitness","Both","Physical","Male",48,"Northeast","Married"
44,1,"Outdoors","Multiplayer-Play",2,109436,"Legal Services","Not employed, not looking","Some High School",0,"Music,Movies,Art,Television Series",73,12,10,71,"Sports & Racing,Simulation,Roleplay","One-time payment, pre-playing","Digital","Male",39,"Northwest","In a relationship"
28,1,"Indoors","Multiplayer-Play",1,143412,"Agriculture","Homemaker","High school graduate or equivalent",2,"Movies",7,33,19,39,"Action/Adventure,Roleplay,Simulation,Music & Fitness,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",28,"Northwest","Separated"
61,3,"Indoors","Multiplayer-Play",13,79002,"Military","Employed Full Time","Some College",1,"Sports,Outdoor Recreation (Hiking,etc),Art,Television Series,Movies",35,60,40,73,"Simulation,Sports & Racing,Roleplay","Both","Physical","Male",55,"Southwest","Separated"
71,10,"Outdoors","Solo-Play",11,81324,"Real Estate","Student","Trade or Vocational Degree",4,"Music,Outdoor Recreation (Hiking,etc),Movies,Sports",86,46,25,67,"Music & Fitness,Simulation,Roleplay","Both","Physical","Male",50,"Midwest","In a relationship"
46,6,"Indoors","Multiplayer-Play",28,49741,"Religious","Homemaker","Some College",4,"Movies,Sports,Outdoor Recreation (Hiking,etc),Art,Music,Television Series",68,49,48,75,"Action/Adventure","Both","Digital","Female",53,"Northwest","Single"
50,3,"Indoors","Solo-Play",14,83274,"Finance","Not employed, looking","Bachelor's degree",3,"Movies,Outdoor Recreation (Hiking,etc),Sports,Art,Television Series,Music",88,68,39,54,"Roleplay","One-time payment, pre-playing","Digital","Female",47,"Southeast","Divorced"
40,0,"Outdoors","Multiplayer-Play",2,159274,"Finance","Homemaker","Trade or Vocational Degree",1,"Television Series,Art",10,26,21,36,"Roleplay,Strategy & Puzzle,Sports & Racing,Simulation,Action/Adventure","Both","Physical","Female",42,"Northeast","Separated"
64,3,"Indoors","Multiplayer-Play",11,87308,"Homemaker","Not employed, looking","Associate degree",3,"Television Series,Art,Music,Outdoor Recreation (Hiking,etc)",88,50,58,60,"Simulation","One-time payment, pre-playing","Digital","Male",34,"Southeast","In a relationship"
56,0,"Indoors","Solo-Play",3,96078,"Construction","Student","Bachelor's degree",1,"Television Series",70,20,21,68,"Sports & Racing,Simulation,Strategy & Puzzle,Roleplay","Both","Digital","Male",34,"Northeast","Separated"
40,3,"Indoors","Solo-Play",2,131097,"Information Services","Student","Trade or Vocational Degree",3,"Outdoor Recreation (Hiking,etc),Art",63,24,23,82,"Music & Fitness,Roleplay,Sports & Racing,Strategy & Puzzle,Simulation,Action/Adventure","In-game purchases","Physical","Female",36,"Southeast","Divorced"
37,2,"Outdoors","Solo-Play",1,113966,"Health Care","Employed Full Time","Some High School",1,"Movies,Music,Art,Outdoor Recreation (Hiking,etc),Sports,Television Series",75,8,22,83,"Roleplay,Simulation,Sports & Racing","One-time payment, pre-playing","Digital","Female",31,"Northeast","Single"
51,5,"Indoors","Multiplayer-Play",24,46384,"Education","Homemaker","Associate degree",3,"Art,Outdoor Recreation (Hiking,etc)",68,40,27,60,"Sports & Racing,Strategy & Puzzle,Music & Fitness","Both","Digital","Female",64,"Southeast","Single"
42,1,"Outdoors","Solo-Play",4,127431,"Health Care","Homemaker","Some College",1,"Television Series",69,17,24,76,"Music & Fitness,Strategy & Puzzle,Action/Adventure,Roleplay,Sports & Racing","Both","Digital","Female",40,"Southeast","In a relationship"
28,0,"Indoors","Multiplayer-Play",2,120991,"Wholesale","Not employed, looking","Bachelor's degree",0,"Outdoor Recreation (Hiking,etc),Art,Television Series,Movies,Sports",73,20,23,72,"Strategy & Puzzle,Simulation,Music & Fitness,Action/Adventure","In-game purchases","Digital","Male",43,"Southeast","Single"
50,6,"Outdoors","Solo-Play",22,53086,"Computer","Student","Associate degree",4,"Music,Movies,Sports,Outdoor Recreation (Hiking,etc),Art",71,54,49,62,"Strategy & Puzzle,Simulation,Roleplay,Sports & Racing,Action/Adventure,Music & Fitness","In-game purchases","Physical","Female",50,"Southeast","Separated"
61,5,"Outdoors","Multiplayer-Play",14,112369,"Transportation","Homemaker","Some College",2,"Outdoor Recreation (Hiking,etc),Movies,Television Series,Sports,Art",90,50,42,73,"Music & Fitness","In-game purchases","Digital","Male",35,"Southeast","Married"
61,2,"Indoors","Solo-Play",15,66021,"Information Services","Student","Some High School",2,"Art,Movies,Outdoor Recreation (Hiking,etc),Music,Television Series,Sports",90,70,46,72,"Sports & Racing","One-time payment, pre-playing","Physical","Male",54,"Southwest","Single"
28,10,"Indoors","Solo-Play",24,66331,"Finance","Retired","Bachelor's degree",1,"Television Series,Outdoor Recreation (Hiking,etc),Music",39,45,82,62,"Strategy & Puzzle","In-game purchases","Physical","Male",49,"Midwest","Separated"
45,0,"Outdoors","Multiplayer-Play",1,144177,"Retail","Student","Some High School",0,"Art,Television Series,Outdoor Recreation (Hiking,etc)",66,31,26,72,"Music & Fitness,Strategy & Puzzle,Action/Adventure,Simulation","One-time payment, pre-playing","Digital","Male",34,"Midwest","In a relationship"
64,2,"Outdoors","Solo-Play",4,67464,"Mining","Homemaker","High school graduate or equivalent",3,"Sports,Music,Television Series",34,62,35,65,"Simulation,Roleplay,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",47,"Northwest","Single"
43,1,"Outdoors","Solo-Play",1,143359,"Other Manufacturing","Not employed, not looking","Associate degree",0,"Movies,Art",71,16,19,75,"Action/Adventure,Music & Fitness,Simulation,Strategy & Puzzle","One-time payment, pre-playing","Digital","Male",44,"Southeast","Married"
47,1,"Outdoors","Multiplayer-Play",2,82713,"Other","Homemaker","Associate degree",1,"Movies,Art",71,23,12,76,"Sports & Racing","Both","Digital","Female",42,"Southwest","Married"
29,1,"Indoors","Multiplayer-Play",3,100980,"Homemaker","Homemaker","Bachelor's degree",1,"Sports,Art,Movies,Music,Outdoor Recreation (Hiking,etc),Television Series",13,13,21,33,"Roleplay,Strategy & Puzzle,Sports & Racing,Music & Fitness,Simulation","In-game purchases","Physical","Male",31,"Midwest","Separated"
55,5,"Outdoors","Solo-Play",22,49515,"Education","Not employed, not looking","Graduate or professional degree",2,"Outdoor Recreation (Hiking,etc),Music,Movies",68,49,23,62,"Strategy & Puzzle","In-game purchases","Digital","Male",35,"Northwest","In a relationship"
40,8,"Indoors","Multiplayer-Play",23,39659,"Software","Not employed, not looking","Some College",4,"Art,Television Series,Sports,Music,Movies,Outdoor Recreation (Hiking,etc)",76,41,34,70,"Music & Fitness,Simulation,Sports & Racing,Roleplay,Action/Adventure","In-game purchases","Physical","Female",49,"Midwest","Single"
45,1,"Indoors","Multiplayer-Play",1,133265,"Education","Student","Bachelor's degree",1,"Art,Music,Television Series",71,16,14,69,"Strategy & Puzzle,Action/Adventure,Roleplay,Music & Fitness,Sports & Racing","In-game purchases","Digital","Female",36,"Southwest","In a relationship"
41,6,"Indoors","Solo-Play",25,57794,"Telecommunications","Student","Some High School",2,"Sports,Art,Movies,Music,Television Series",60,41,30,66,"Roleplay,Music & Fitness,Sports & Racing,Simulation","One-time payment, pre-playing","Physical","Female",59,"Midwest","In a relationship"
37,0,"Outdoors","Solo-Play",6,151008,"Publishing","Homemaker","Trade or Vocational Degree",0,"Music,Movies,Television Series,Sports,Art",8,27,14,37,"Strategy & Puzzle,Roleplay,Action/Adventure,Music & Fitness,Sports & Racing","One-time payment, pre-playing","Physical","Male",39,"Northwest","In a relationship"
45,2,"Indoors","Multiplayer-Play",5,115133,"Wholesale","Retired","Some College",0,"Outdoor Recreation (Hiking,etc),Movies,Sports,Television Series",72,31,23,84,"Music & Fitness,Roleplay","In-game purchases","Digital","Female",37,"Northeast","Married"
63,3,"Outdoors","Multiplayer-Play",12,87718,"Agriculture","Not employed, not looking","Bachelor's degree",1,"Sports,Movies,Television Series,Art,Outdoor Recreation (Hiking,etc)",92,65,34,59,"Action/Adventure,Sports & Racing,Strategy & Puzzle,Music & Fitness","One-time payment, pre-playing","Physical","Female",56,"Midwest","Single"
63,4,"Indoors","Multiplayer-Play",15,73906,"Utilities","Employed Full Time","Graduate or professional degree",3,"Outdoor Recreation (Hiking,etc),Movies,Sports,Music",45,55,36,71,"Strategy & Puzzle,Action/Adventure,Simulation","One-time payment, pre-playing","Physical","Female",37,"Southwest","Married"
54,5,"Outdoors","Multiplayer-Play",8,73683,"Other","Not employed, looking","Some College",2,"Music,Movies",33,43,47,78,"Roleplay,Simulation,Strategy & Puzzle,Action/Adventure,Music & Fitness","In-game purchases","Physical","Female",58,"Midwest","Single"
61,3,"Indoors","Multiplayer-Play",11,74179,"Computer","Retired","Bachelor's degree",4,"Music,Television Series,Sports,Movies",53,50,2,66,"Music & Fitness,Simulation,Roleplay","Both","Digital","Male",40,"Midwest","Single"
38,1,"Indoors","Multiplayer-Play",1,73590,"Other Manufacturing","Homemaker","Graduate or professional degree",0,"Movies,Outdoor Recreation (Hiking,etc),Sports,Television Series,Art,Music",74,25,25,72,"Music & Fitness","In-game purchases","Physical","Male",42,"Northeast","In a relationship"
58,3,"Indoors","Solo-Play",13,70215,"Hotel and Food Services","Student","Some High School",2,"Television Series,Sports,Movies,Music,Art,Outdoor Recreation (Hiking,etc)",35,55,50,63,"Action/Adventure,Roleplay,Strategy & Puzzle,Simulation,Music & Fitness","In-game purchases","Physical","Female",51,"Southeast","Single"
68,7,"Outdoors","Multiplayer-Play",6,72544,"Transportation","Retired","Some High School",1,"Art,Outdoor Recreation (Hiking,etc),Movies,Sports,Television Series,Music",27,66,26,74,"Action/Adventure,Strategy & Puzzle,Music & Fitness,Simulation,Roleplay","In-game purchases","Physical","Female",53,"Northeast","Separated"
67,3,"Indoors","Solo-Play",12,98322,"Finance","Not employed, looking","Some High School",0,"Movies,Outdoor Recreation (Hiking,etc),Television Series,Sports,Art,Music",88,48,20,72,"Sports & Racing,Simulation,Action/Adventure","In-game purchases","Digital","Female",33,"Midwest","Divorced"
37,4,"Outdoors","Solo-Play",29,41340,"Health Care","Homemaker","Bachelor's degree",6,"Art,Movies,Television Series,Sports,Music,Outdoor Recreation (Hiking,etc)",71,42,29,60,"Simulation,Sports & Racing,Roleplay,Action/Adventure","Both","Physical","Male",46,"Southeast","Separated"
32,0,"Outdoors","Solo-Play",1,144605,"Government","Homemaker","Associate degree",3,"Music,Art,Movies,Television Series",9,24,17,31,"Strategy & Puzzle,Action/Adventure,Roleplay,Simulation,Music & Fitness,Sports & Racing","One-time payment, pre-playing","Physical","Male",20,"Southwest","Divorced"
43,5,"Outdoors","Multiplayer-Play",23,54835,"Military","Not employed, not looking","Some High School",7,"Art,Movies,Sports,Music,Television Series,Outdoor Recreation (Hiking,etc)",78,42,18,67,"Action/Adventure,Strategy & Puzzle,Roleplay,Music & Fitness,Sports & Racing","One-time payment, pre-playing","Digital","Female",53,"Southeast","Married"
38,10,"Outdoors","Solo-Play",30,47064,"Health Care","Employed Full Time","Some High School",0,"Art,Movies,Sports",69,43,29,61,"Music & Fitness,Action/Adventure,Sports & Racing,Strategy & Puzzle,Roleplay,Simulation","Both","Physical","Male",56,"Midwest","In a relationship"
26,2,"Indoors","Multiplayer-Play",1,119381,"Information Services","Not employed, looking","Some High School",1,"Music,Sports,Art,Movies,Television Series",10,28,31,29,"Sports & Racing","One-time payment, pre-playing","Physical","Female",27,"Midwest","Separated"
51,6,"Outdoors","Multiplayer-Play",20,41569,"Military","Not employed, looking","Some High School",4,"Art,Outdoor Recreation (Hiking,etc),Music,Movies,Television Series",50,48,83,38,"Music & Fitness,Simulation,Sports & Racing,Action/Adventure","One-time payment, pre-playing","Digital","Male",57,"Northwest","Divorced"
51,8,"Indoors","Solo-Play",24,48295,"Legal Services","Retired","Trade or Vocational Degree",3,"Outdoor Recreation (Hiking,etc),Movies,Sports",53,42,80,51,"Roleplay","In-game purchases","Digital","Male",53,"Midwest","Single"
56,6,"Indoors","Multiplayer-Play",6,75043,"Construction","Employed Full Time","Some High School",1,"Art,Music,Movies,Sports,Outdoor Recreation (Hiking,etc)",34,61,32,68,"Music & Fitness,Sports & Racing,Action/Adventure,Roleplay,Strategy & Puzzle","In-game purchases","Physical","Female",44,"Northeast","In a relationship"
53,9,"Outdoors","Solo-Play",21,54944,"Telecommunications","Not employed, not looking","Graduate or professional degree",2,"Movies",33,44,76,35,"Music & Fitness","In-game purchases","Digital","Male",33,"Southeast","Divorced"
54,12,"Indoors","Solo-Play",17,44197,"Arts","Not employed, not looking","Trade or Vocational Degree",4,"Outdoor Recreation (Hiking,etc),Music,Sports,Television Series",46,47,80,26,"Simulation,Sports & Racing,Music & Fitness,Strategy & Puzzle","Both","Digital","Male",50,"Northwest","Divorced"
38,1,"Indoors","Solo-Play",2,112643,"Government","Retired","High school graduate or equivalent",0,"Television Series,Sports,Art,Outdoor Recreation (Hiking,etc),Music",67,21,19,76,"Roleplay,Action/Adventure,Sports & Racing,Simulation,Strategy & Puzzle,Music & Fitness","In-game purchases","Digital","Female",32,"Northeast","Separated"
29,1,"Indoors","Solo-Play",1,109572,"Hotel and Food Services","Student","Trade or Vocational Degree",2,"Music,Movies,Outdoor Recreation (Hiking,etc)",9,25,21,26,"Roleplay,Strategy & Puzzle,Music & Fitness","Both","Digital","Male",32,"Southeast","Married"
46,5,"Indoors","Multiplayer-Play",27,50531,"Other","Retired","Some College",9,"Outdoor Recreation (Hiking,etc),Music,Sports,Movies,Television Series",43,36,76,31,"Music & Fitness","In-game purchases","Digital","Female",39,"Southwest","Married"
28,3,"Outdoors","Solo-Play",0,103827,"Homemaker","Student","Some College",0,"Outdoor Recreation (Hiking,etc),Sports,Television Series,Art",65,20,16,76,"Music & Fitness,Action/Adventure,Roleplay,Sports & Racing","One-time payment, pre-playing","Physical","Male",24,"Southeast","Single"
62,10,"Outdoors","Multiplayer-Play",14,48835,"Other Manufacturing","Student","Some High School",7,"Television Series,Outdoor Recreation (Hiking,etc),Art,Movies",75,44,36,73,"Sports & Racing,Simulation,Roleplay,Action/Adventure","In-game purchases","Digital","Male",51,"Northwest","Divorced"
50,1,"Indoors","Multiplayer-Play",3,102332,"Legal Services","Homemaker","Bachelor's degree",1,"Outdoor Recreation (Hiking,etc),Movies,Television Series,Art",76,27,16,76,"Strategy & Puzzle,Sports & Racing,Simulation,Roleplay","One-time payment, pre-playing","Physical","Female",38,"Southwest","In a relationship"
53,8,"Outdoors","Multiplayer-Play",16,38664,"Wholesale","Student","Graduate or professional degree",2,"Outdoor Recreation (Hiking,etc),Sports,Music,Art",47,33,78,35,"Simulation","In-game purchases","Digital","Female",53,"Northwest","Separated"
57,7,"Indoors","Solo-Play",7,84418,"Broadcasting","Homemaker","High school graduate or equivalent",4,"Television Series",40,72,38,72,"Roleplay,Strategy & Puzzle,Sports & Racing,Simulation,Action/Adventure","In-game purchases","Physical","Female",54,"Northwest","Separated"
45,7,"Outdoors","Solo-Play",20,61979,"Retail","Employed Full Time","Some College",3,"Art,Music,Outdoor Recreation (Hiking,etc),Sports,Movies",71,42,50,53,"Roleplay","Both","Digital","Female",50,"Midwest","Single"
56,7,"Indoors","Multiplayer-Play",9,78177,"Military","Retired","Some College",2,"Art",48,66,29,83,"Roleplay,Simulation,Sports & Racing,Music & Fitness,Strategy & Puzzle,Action/Adventure","In-game purchases","Physical","Female",42,"Midwest","Married"
52,10,"Indoors","Solo-Play",23,30270,"Wholesale","Not employed, not looking","High school graduate or equivalent",4,"Television Series,Art,Music,Sports,Movies",46,50,79,43,"Action/Adventure","In-game purchases","Physical","Male",44,"Southeast","In a relationship"
56,1,"Outdoors","Solo-Play",1,120382,"Education","Retired","Some College",2,"Sports,Outdoor Recreation (Hiking,etc)",59,19,22,78,"Sports & Racing,Action/Adventure,Simulation","One-time payment, pre-playing","Digital","Male",44,"Southeast","Single"
47,0,"Outdoors","Solo-Play",2,135888,"Legal Services","Homemaker","Some College",2,"Art,Sports,Music,Outdoor Recreation (Hiking,etc)",66,20,27,70,"Roleplay,Sports & Racing,Action/Adventure,Strategy & Puzzle,Simulation","One-time payment, pre-playing","Physical","Female",26,"Northeast","Separated"
50,10,"Indoors","Solo-Play",22,39240,"Finance","Employed Full Time","Some High School",4,"Music,Art,Movies,Sports,Outdoor Recreation (Hiking,etc),Television Series",84,46,36,54,"Simulation,Music & Fitness,Strategy & Puzzle","In-game purchases","Digital","Male",64,"Midwest","In a relationship"
24,1,"Indoors","Solo-Play",2,95560,"Finance","Homemaker","Some College",2,"Music",8,15,19,36,"Simulation,Music & Fitness,Sports & Racing,Strategy & Puzzle,Roleplay,Action/Adventure","In-game purchases","Physical","Male",31,"Northeast","Separated"
55,10,"Outdoors","Multiplayer-Play",25,55596,"Telecommunications","Not employed, not looking","Trade or Vocational Degree",2,"Outdoor Recreation (Hiking,etc),Television Series,Music,Art,Sports,Movies",43,40,86,30,"Music & Fitness,Strategy & Puzzle,Roleplay,Action/Adventure,Sports & Racing","In-game purchases","Physical","Female",44,"Midwest","Single"
